1	2.572
1	2.548
1	2.514
1	2.561
1	2.625
1	2.667
1	2.72
1	2.732
1	2.719
1	2.77
1	2.808
1	2.795
1	2.78
1	2.835
1	2.854
1	2.826
1	2.759
1	2.705
1	2.668
1	2.637
1	2.653
1	2.669
1	2.642
1	2.623
1	2.608
1	2.64
1	2.627
1	2.692
1	2.664
1	2.619
1	2.577
1	2.565
1	2.582
1	2.624
1	2.603
1	2.633
1	2.72
1	2.725
1	2.716
1	2.689
1	2.728
1	2.771
1	2.735
1	2.708
1	2.843
1	2.869
1	2.886
1	2.943
1	2.976
1	2.983
1	3.016
1	3.01
1	2.989
1	3.022
1	3.045
1	3.065
1	3.288
1	3.459
1	3.488
1	3.473
1	3.524
1	3.622
1	3.743
1	3.807
1	3.81
1	3.906
1	3.899
1	3.907
1	3.786
1	3.699
1	3.648
1	3.637
1	3.594
1	3.524
1	3.48
1	3.575
1	3.651
1	3.682
1	3.684
1	3.638
1	3.554
1	3.523
1	3.533
1	3.546
1	3.526
1	3.467
1	3.355
1	3.285
1	3.274
1	3.353
1	3.372
1	3.332
1	3.297
1	3.308
1	3.236
1	3.172
1	3.158
1	3.159
1	3.112
1	3.129
1	3.157
1	3.261
1	3.268
1	3.29
1	3.36
1	3.409
1	3.51
1	3.555
1	3.63
1	3.669
1	3.734
1	3.787
1	3.845
1	3.891
1	3.891
1	3.877
1	3.814
1	3.749
1	3.688
1	3.63
1	3.561
1	3.501
1	3.452
1	3.393
1	3.346
1	3.286
1	3.227
1	3.256
1	3.311
1	3.407
1	3.417
1	3.494
1	3.571
1	3.62
1	3.638
1	3.73
1	3.717
1	3.721
1	3.666
1	3.617
1	3.601
1	3.594
1	3.506
1	3.386
1	3.314
1	3.252
1	3.211
1	3.207
1	3.198
1	3.168
1	3.098
1	3.108
1	3.161
1	3.243
1	3.237
1	3.227
1	3.244
1	3.417
1	3.475
1	3.597
1	3.711
1	3.658
1	3.622
1	3.611
1	3.606
1	3.583
1	3.529
1	3.451
1	3.417
1	3.386
1	3.392
1	3.454
1	3.494
1	3.466
1	3.439
1	3.431
1	3.479
1	3.495
1	3.422
1	3.4
1	3.556
1	3.62
2	2.572
2	2.548
2	2.514
2	2.561
2	2.625
2	2.667
2	2.72
2	2.732
2	2.719
2	2.77
2	2.808
2	2.795
2	2.78
2	2.835
2	2.854
2	2.826
2	2.759
2	2.705
2	2.668
2	2.637
2	2.653
2	2.669
2	2.642
2	2.623
2	2.608
2	2.64
2	2.627
2	2.692
2	2.664
2	2.619
2	2.577
2	2.565
2	2.582
2	2.624
2	2.603
2	2.633
2	2.72
2	2.725
2	2.716
2	2.689
2	2.728
2	2.771
2	2.735
2	2.708
2	2.843
2	2.869
2	2.886
2	2.943
2	2.976
2	2.983
2	3.016
2	3.01
2	2.989
2	3.022
2	3.045
2	3.065
2	3.288
2	3.459
2	3.488
2	3.473
2	3.524
2	3.622
2	3.743
2	3.807
2	3.81
2	3.906
2	3.899
2	3.907
2	3.786
2	3.699
2	3.648
2	3.637
2	3.594
2	3.524
2	3.48
2	3.575
2	3.651
2	3.682
2	3.684
2	3.638
2	3.554
2	3.523
2	3.533
2	3.546
2	3.526
2	3.467
2	3.355
2	3.285
2	3.274
2	3.353
2	3.372
2	3.332
2	3.297
2	3.308
2	3.236
2	3.172
2	3.158
2	3.159
2	3.112
2	3.129
2	3.157
2	3.261
2	3.268
2	3.29
2	3.36
2	3.409
2	3.51
2	3.555
2	3.63
2	3.669
2	3.734
2	3.787
2	3.845
2	3.891
2	3.891
2	3.877
2	3.814
2	3.749
2	3.688
2	3.63
2	3.561
2	3.501
2	3.452
2	3.393
2	3.346
2	3.286
2	3.227
2	3.256
2	3.311
2	3.407
2	3.417
2	3.494
2	3.571
2	3.62
2	3.638
2	3.73
2	3.717
2	3.721
2	3.666
2	3.617
2	3.601
2	3.594
2	3.506
2	3.386
2	3.314
2	3.252
2	3.211
2	3.207
2	3.198
2	3.168
2	3.098
2	3.108
2	3.161
2	3.243
2	3.237
2	3.227
2	3.244
2	3.417
2	3.475
2	3.597
2	3.711
2	3.658
2	3.622
2	3.611
2	3.606
2	3.583
2	3.529
2	3.451
2	3.417
2	3.386
2	3.392
2	3.454
2	3.494
2	3.466
2	3.439
2	3.431
2	3.479
2	3.495
2	3.422
2	3.4
2	3.556
2	3.62
3	2.572
3	2.548
3	2.514
3	2.561
3	2.625
3	2.667
3	2.72
3	2.732
3	2.719
3	2.77
3	2.808
3	2.795
3	2.78
3	2.835
3	2.854
3	2.826
3	2.759
3	2.705
3	2.668
3	2.637
3	2.653
3	2.669
3	2.642
3	2.623
3	2.608
3	2.64
3	2.627
3	2.692
3	2.664
3	2.619
3	2.577
3	2.565
3	2.582
3	2.624
3	2.603
3	2.633
3	2.72
3	2.725
3	2.716
3	2.689
3	2.728
3	2.771
3	2.735
3	2.708
3	2.843
3	2.869
3	2.886
3	2.943
3	2.976
3	2.983
3	3.016
3	3.01
3	2.989
3	3.022
3	3.045
3	3.065
3	3.288
3	3.459
3	3.488
3	3.473
3	3.524
3	3.622
3	3.743
3	3.807
3	3.81
3	3.906
3	3.899
3	3.907
3	3.786
3	3.699
3	3.648
3	3.637
3	3.594
3	3.524
3	3.48
3	3.575
3	3.651
3	3.682
3	3.684
3	3.638
3	3.554
3	3.523
3	3.533
3	3.546
3	3.526
3	3.467
3	3.355
3	3.285
3	3.274
3	3.353
3	3.372
3	3.332
3	3.297
3	3.308
3	3.236
3	3.172
3	3.158
3	3.159
3	3.112
3	3.129
3	3.157
3	3.261
3	3.268
3	3.29
3	3.36
3	3.409
3	3.51
3	3.555
3	3.63
3	3.669
3	3.734
3	3.787
3	3.845
3	3.891
3	3.891
3	3.877
3	3.814
3	3.749
3	3.688
3	3.63
3	3.561
3	3.501
3	3.452
3	3.393
3	3.346
3	3.286
3	3.227
3	3.256
3	3.311
3	3.407
3	3.417
3	3.494
3	3.571
3	3.62
3	3.638
3	3.73
3	3.717
3	3.721
3	3.666
3	3.617
3	3.601
3	3.594
3	3.506
3	3.386
3	3.314
3	3.252
3	3.211
3	3.207
3	3.198
3	3.168
3	3.098
3	3.108
3	3.161
3	3.243
3	3.237
3	3.227
3	3.244
3	3.417
3	3.475
3	3.597
3	3.711
3	3.658
3	3.622
3	3.611
3	3.606
3	3.583
3	3.529
3	3.451
3	3.417
3	3.386
3	3.392
3	3.454
3	3.494
3	3.466
3	3.439
3	3.431
3	3.479
3	3.495
3	3.422
